Warning: The cache directory for DeepSpeed Triton autotune, /home/****/.triton/autotune, appears to be on an NFS system. While this is generally acceptable, if you experience slowdowns or hanging when DeepSpeed exits, it is recommended to set the TRITON_CACHE_DIR environment variable to a non-NFS path.
Libraries Loaded
CUDA Available:  True
CUDA Device count:  1
World size: 1
Rank: 0
Local rank: 0
GPU 0:  NVIDIA H200 NVL
Libraries loaded!
Preparing the training!
Model name:  microsoft/Phi-3.5-vision-instruct
Number of Epochs:  4
Warning: The cache directory for DeepSpeed Triton autotune, /home/****/.triton/autotune, appears to be on an NFS system. While this is generally acceptable, if you experience slowdowns or hanging when DeepSpeed exits, it is recommended to set the TRITON_CACHE_DIR environment variable to a non-NFS path.
{'loss': 0.8793, 'grad_norm': 1330489.065545448, 'learning_rate': 9.868421052631579e-06, 'epoch': 0.05}
{'loss': 0.0841, 'grad_norm': 44640.24802798479, 'learning_rate': 3.5526315789473687e-06, 'epoch': 2.58}
{'loss': 0.1069, 'grad_norm': 31864.886756428306, 'learning_rate': 3.421052631578948e-06, 'epoch': 2.63}
{'loss': 0.1675, 'grad_norm': 54619.254626917056, 'learning_rate': 3.289473684210527e-06, 'epoch': 2.68}
{'loss': 0.0881, 'grad_norm': 33781.14219501762, 'learning_rate': 3.157894736842105e-06, 'epoch': 2.74}
{'loss': 0.1468, 'grad_norm': 45241.49316722427, 'learning_rate': 3.0263157894736843e-06, 'epoch': 2.79}
{'loss': 0.0968, 'grad_norm': 38267.35256063581, 'learning_rate': 2.8947368421052634e-06, 'epoch': 2.84}
{'loss': 0.0864, 'grad_norm': 39084.536891205455, 'learning_rate': 2.7631578947368424e-06, 'epoch': 2.89}
{'loss': 0.069, 'grad_norm': 39691.81759506612, 'learning_rate': 2.631578947368421e-06, 'epoch': 2.95}
{'loss': 0.0598, 'grad_norm': 41176.25257354049, 'learning_rate': 2.5e-06, 'epoch': 3.0}
{'loss': 0.061, 'grad_norm': 24510.16181097138, 'learning_rate': 2.368421052631579e-06, 'epoch': 3.05}
{'loss': 0.0896, 'grad_norm': 41342.67180529096, 'learning_rate': 2.236842105263158e-06, 'epoch': 3.11}
{'loss': 0.1246, 'grad_norm': 48248.707671812306, 'learning_rate': 2.105263157894737e-06, 'epoch': 3.16}
{'loss': 0.0744, 'grad_norm': 53431.78140395471, 'learning_rate': 1.973684210526316e-06, 'epoch': 3.21}
{'loss': 0.036, 'grad_norm': 36849.43809612298, 'learning_rate': 1.8421052631578948e-06, 'epoch': 3.26}
{'loss': 0.059, 'grad_norm': 41644.49620297981, 'learning_rate': 1.710526315789474e-06, 'epoch': 3.32}
{'loss': 0.0357, 'grad_norm': 32025.889527068564, 'learning_rate': 1.5789473684210526e-06, 'epoch': 3.37}
{'loss': 0.0651, 'grad_norm': 33063.64480815749, 'learning_rate': 1.4473684210526317e-06, 'epoch': 3.42}
{'loss': 0.0456, 'grad_norm': 39486.4829530309, 'learning_rate': 1.3157894736842106e-06, 'epoch': 3.47}
{'loss': 0.0681, 'grad_norm': 39765.5223529127, 'learning_rate': 1.1842105263157894e-06, 'epoch': 3.53}
{'loss': 0.0442, 'grad_norm': 45447.92325288362, 'learning_rate': 1.0526315789473685e-06, 'epoch': 3.58}
{'loss': 0.0843, 'grad_norm': 37901.1632539161, 'learning_rate': 9.210526315789474e-07, 'epoch': 3.63}
{'loss': 0.0423, 'grad_norm': 44881.78534773322, 'learning_rate': 7.894736842105263e-07, 'epoch': 3.68}
{'loss': 0.0559, 'grad_norm': 32282.9123841081, 'learning_rate': 6.578947368421053e-07, 'epoch': 3.74}
{'loss': 0.0725, 'grad_norm': 50335.59567542635, 'learning_rate': 5.263157894736843e-07, 'epoch': 3.79}
{'loss': 0.0421, 'grad_norm': 41044.73267058759, 'learning_rate': 3.9473684210526315e-07, 'epoch': 3.84}
{'loss': 0.0389, 'grad_norm': 42144.15945300132, 'learning_rate': 2.6315789473684213e-07, 'epoch': 3.89}
{'loss': 0.0514, 'grad_norm': 52373.63367191549, 'learning_rate': 1.3157894736842107e-07, 'epoch': 3.95}
{'loss': 0.1019, 'grad_norm': 53246.32689679167, 'learning_rate': 0.0, 'epoch': 4.0}
{'train_runtime': 672.5704, 'train_samples_per_second': 1.808, 'train_steps_per_second': 0.226, 'train_loss': 0.15678590942958467, 'epoch': 4.0}
Training is finished, merging the outputs from GPU's
